ID	NAME	KR NAME	FACT	EP	TYPE	R	HP	SIZE	LIM	A	D	S	LV	PT	Ability	Flavor	Upgrade
300586	Lady Cox	레이디 코크스	Academy	13	Follower	UC	-	1	3	5	1	4	2	7	Before defending, all allied Academy Followers get DEF +1. This skill is removed.	[I enjoy investigating the Royle Academy students, but I like this dress, too. I will remember it.]	1
300587	Muzisitter Lady Irea	뮤지시터 레이디 이레아	Academy	13	Follower	R	-	4	2	8	2	6	2	13	Before defending, if the attacker's STA is greater than its original value, it gets its STA changed to its original value. If this happens, this card gets STA increased by the change in STA. This skill is removed until the start of the next turn.	[I, Muzisitter Irea, have appeared to stop the evil deeds of the witches!]	6
300588	Seeker Kano	신성연구회원 카노	Crux	13	Follower	C	-	3	3	6	1	5	1	1	Before defending, if this card's total DEF+STA is less than or equal to the attacker's ATK, the first Follower in your hand gets ATK +3/STA +3.	[Here is the thing you asked for. What's it for, anyway?]	3
300589	Silent Knight	침묵의 기사단원	Crux	13	Follower	UC	-	3	3	5	2	7	2	7	Before attacking, the defender gets its skills removed. This card gets SIZE +1. If this card's SIZE is at least 5, it is sent to the Grave.	[After the incident at the underground library, there was a knight that hadn't been there before. She didn't speak to anyone except Veltier. Oddly enough, nobody questioned her existence, and thus she silently blended in.]	1
300590	Double Agent Luthica	이중첩자 루티카	Crux	13	Follower	R	-	4	2	7	2	7	2	13	Before attacking, this card gets ATK +1/STA +1. // Before defending, the attacker gets ATK -1/STA -1. This skill is removed until the start of the next turn.	[The rumors that you were in league with the outsiders were true! Were true!] [It's pointless for me to try to resolve any misunderstandings. First, I have some very valuable information. How about it? Fallen bird.]	6
300591	SS Informant	SS 정보원	Darklore	13	Follower	C	-	4	3	5	1	10	1	1	Before attacking, if your Character's LIFE is at least 15, this card gets ATK -1/STA -1. If your Character's LIFE is less than 15, this card gets ATK +2.	[It's simply business! I have the information you wanted.]	2
300592	Aletheian Hania	천리교도 하니아	Darklore	13	Follower	UC	-	3	3	7	0	7	2	7	Before defending, the attacker gets STA/SIZE decreased by the difference between this card's total ATK+DEF+STA and the attacker's total ATK+DEF+STA (SIZE cannot be decreased below 1). If this happens, this card is destroyed.	[Whatever the shaman requests... even if it is to destroy my own body, I will carry it out.] [The Aletheians would eventually become blindly devoted.]	1
300593	GS Leader Schindler	GS 수령 쉰들러	Darklore	13	Follower	R	-	4	2	5	1	11	2	13	Before attacking, a random card in your Hand with "GS" in the name gets SIZE -1 (to a minimum of 1). If this happens, this card gets ATK +1/STA +1.	[How much is this worth? There's nothing more we can obtain from within the Aletheians. It's a shame that we barely lost the magic sword.]	6
300594	Shionrion Extreme	시온리온 익스트림	Neutral	13	Follower	DR	-	4	1	8	1	11	4	50	Before defending, if the attacker's ATK is greater than this card's total DEF+STA, this card is removed from the game and two cards called "Dress Up Shion" and "Dress Up Rion" are created in the first empty Slots of your Field and get SIZE=2.	[The strange bird that sister Sage sent flying gave us new powers. Shall we count your crimes?] [Shion!] [Rion!] [Maximum Drive!] [Extreme!]	6
300595	Dress Up Shion	드레스업 시온	Neutral	13	Follower	EV	-	3	0	6	2	10	4	50	Before attacking, allied Followers with the names "Dress Up Shion" or "Dress Up Rion" get ATK +2.	[Ack, there was a time limit? Hmph. We're still not finished yet! Rion!]	6
300596	Dress Up Rion	드레스업 리온	Neutral	13	Follower	EV	-	3	0	6	2	10	4	50	Before defending, allied Followers with the names "Dress Up Shion" or "Dress Up Rion" get STA +2.	[Of course! Shion, let's go!]	6
300597	Cook Club Baker Svia	요리연구부 제과장 스비아	Vita	13	Follower	C	-	3	3	1	2	7	2	5	Before attacking, the defender gets ATK -2/DEF -2. This skill is removed.	[Finally, the greatest whipped cream GET! You're mine, whipped cream! This whipped's name will use my family name so everyone knows it's the greatest whipped cream!]	3
300598	Cook Club Coordinator	요리연구부 코디네이터	Vita	13	Follower	UC	-	4	3	7	2	10	1	3	(none)	[The last part of cooking is the decoration. However, in order to achieve the perfect decoration, you must put yourself in the food's shoes.]	2
300599	Summer Student Council Susie	여름의 학생회 수지	Vita	13	Follower	R	-	6	1	8	1	17	3	33	Before attacking, this card's "before defending" skills are sent to the defender. The defender's "before attacking" skills are sent to this Follower. // Before defending, if this card does not belong to Vita, the attacker gets ATK +2/STA +2.	[I'm not always cold. I always get happy around flowers like these. Hm? My face isn't pale, and I don't have a major wound!]	6
300600	Part-Time Maid	아르바이트 메이드	Academy	13	Follower	C	-	3	3	3	2	9	2	5	Before defending, if the attacker's ATK is greater than or equal to this Follower's total DEF+STA, a random allied Follower gets STA increased by this card's STA. If this happens, this skill is removed.	[This is a great place for a part-time job.]	3
300601	Marionette Witch	인형의 마녀	Academy	13	Follower	UC	-	4	3	6	2	9	1	3	Before defending, if this card has any skills other than this one, it gets its original skills restored. If this happens, this card gets ATK +1/STA +1.	[The Pacifica family immediately required her power to freely manipulate dolls.]	2
300602	Muzisitter Lady Linus	뮤지시터 레이디 리누스	Academy	13	Follower	R	-	4	1	5	2	9	3	33	Before attacking, the defender gets STA decreased by the ATK of a random enemy Follower other than the defender. If there are no other enemy Followers, the defender gets STA -3. // Before defending, the attacker gets ATK decreased by this card's DEF.	[Alright. I can do it! Arise, power of justice!]	6
300603	Blue Cross Scribe	청십자회 서기	Crux	13	Follower	C	-	3	3	7	0	7	2	5	Before defending, if your Hand contains at least 4 cards, the attacker is sent to the top of the enemy Deck, then this skill is removed. If your hand contains 2 or less cards, this card is sent to the Grave.	[From this point on, the Blue Cross will support Rose.]	3
300604	Crux Knight Sophia	크룩스기사단 소피아	Crux	13	Follower	UC	-	4	3	9	-2	6	1	3	At the start of the turn, this card is destroyed. // Before defending, if you have a Crux Character, this card gets STA increased by the attacker's ATK.	[I will begin the search for the magic sword.]	2
300605	Blue Cross Rose	청십자회 로제	Crux	13	Follower	R	-	4	1	5	3	7	3	33	Before attacking, the defender gets DEF decreased by this card's DEF. This skill is removed. // Before defending, the attacker gets ATK/STA decreased by this card's DEF. This skill is removed. // At the start of the turn, this card's DEF is changed to its original value. This card's original skills are restored.	[This, too, is what I foresaw. However, these clothes aren't what I foresaw.]	6
300606	Wise Witch	예지의 마녀	Darklore	13	Follower	C	-	3	3	4	1	9	2	5	Before attacking, if the total number of Followers in both Graves is at least 15, this card gets ATK +2/STA +2.	[Oho~ this isn't good. The negative energy is getting stronger. We can't just wait around for an opportunity...]	3
300607	Aletheian Deputy Cook	천리교도 요리사 이인자	Darklore	13	Follower	UC	-	1	3	4	1	5	1	3	Before defending, if this card's STA is higher than its original value, it gets STA=5. Your Character gets LIFE increased by half the STA reduction (rounding down, by a maximum of 9).	[Schindler gave me an unknown ingredient that's supposedly good for the body and told me to put it in the food. But she told me to do it without anyone finding out. It feels like I'm doing something bad.]	2
300608	Fugitive Aletheian A-GA	도망자 천리교도 에이가	Darklore	13	Follower	R	-	2	1	5	2	6	3	33	Before attacking, if the defender's SIZE is greater than or equal to this card's SIZE, this card gets ATK +2/STA +2. If it's less than or equal to this card's SIZE, this card gets ATK +1/STA +1.	[Can I survive on my own?] [...]	6
300609	Summer Tesla	여름의 테슬라	Vita	13	Follower	R	-	2	1	4	1	9	3	33	Before defending, all allied Vita Followers get ATK/STA increased by this card's SIZE. This skill is removed until the start of the next turn.	[It's true that I can't swim, but... you didn't have to penalize me by making me wear something like this... what do I do if someone sees me...]	5
300610	Summer Linia	여름의 리니아	Academy	13	Follower	R	-	5	1	6	2	14	3	33	Before defending, this card and neighboring Academy Followers get ATK/STA increased by half this card's SIZE (rounding up). This skill is removed until the start of the next turn.	[Master Linia, is something bothering you?] [It's just... hot. It's just the heat.]	5
300611	Summer Vanguard	여름의 봉선	Crux	13	Follower	R	-	5	1	7	1	13	3	33	Before defending, cards are sent from the top of your Deck to your Hand until your Hand has at least 4 cards, then this Follower gets ATK/STA increased by the number of Crux cards in your Hand. This skill is removed until the start of the next turn.	[Whew. Water after training is like honey.]	5
300612	Summer Cabernet	여름의 카베르네	Darklore	13	Follower	R	-	3	1	6	1	8	3	33	Before defending, all allied Darklore Followers get ATK +2/STA +2. This skill is removed until the start of the next turn.	[This is the recommended style for summer, but... why does it feel even hotter?]	5
300613	Basketball Club Member	농구부원	Vita	EX4	Follower	C	-	4	3	5	1	12	1	1	(none)	[I want to show everyone the value of sports at the Vita culture festival! I can't rebound by myself any longer!]	2
300614	Cook Club Advisor	요리연구부 고문	Vita	EX4	Follower	UC	-	2	3	6	1	4	2	7	Before attacking, the defender gets STA decreased by the sum of the changes in SIZE of all allied cards from their original SIZES.	[That new girl? I never turn away new members. Besides, I'll never say no to someone cute.]	2
300615	Cook Club Member	요리연구부원	Vita	EX4	Follower	R	-	3	2	5	1	8	2	13	Before defending, all allied Followers get DEF increased by the number of allied Followers with "Cook Club" in the name, ATK increased by the number of allied Vita Followers, and STA increased by the number of allied Followers. This skill is removed.	[I want to show off my cooking skills at the next culture festival! Don't worry about other places, make sure you definitely stop by the Cook Club!]	6
300616	Mop Maid	몹메이드	Academy	EX4	Follower	C	-	3	3	5	1	8	1	1	Before attacking, this card gets DEF +1/STA -1 (No effect if STA=1).	[Why am I still carrying this mop? Someone please free me from this mopping hell.]	1
300617	Inspiration Lady	인스피레이션 레이디	Academy	EX4	Follower	UC	-	2	3	4	1	7	2	7	Before attacking, if there are any allied cards with "Lady" in the name, all allied Followers get ATK +1/STA +1. This skill is removed until the start of the next turn.	[That lady looks like she was met with misfortune. As usual, my feelings were correct.]	2
300618	Senpai Maid	선배메이드	Academy	EX4	Follower	R	-	4	2	5	2	8	2	13	Before attacking, if this card's ATK is lower than the defender's ATK, their ATK values are swapped. If this happens, this skill is removed until the start of the next turn.	[It's been a while since I've worn a traditional maid uniform. How is it, master Linia?]	6
300619	Crux Knight Pintail	크룩스기사단 핀테일	Crux	EX4	Follower	C	-	4	3	6	2	7	1	1	Before defending, if the attacker's SIZE is less or equal to this card's SIZE, the attacker gets ATK -1/DEF -1.	[The greatest swordsmen will treat even the worst weapons as if they were the finest swords.]	3
300620	Saint Sword Girl	성도검사	Crux	EX4	Follower	UC	-	4	3	5	2	9	2	7	Before attacking, the defender gets STA -1.	[I'm looking for the seminarians. Have you seen them?]	2
300621	Seeker Lydia	신성연구회 리디아	Crux	EX4	Follower	R	-	5	2	6	4	7	2	13	Before attacking, the following effects are applied depending on the defender's activation state. Active: This card gets STA +2. Deactivated: The defender gets DEF=0 and this card gets STA increased by the change in DEF.	[I can't deal with this anymore.] [Melissa, have you ever seen this before?] [No, this doesn't originate from here.] [I don't know, will we ever be able to break free from the fighting?]	6
300622	Vampire Cultist	뱀파이어 컬티스트	Darklore	EX4	Follower	C	-	1	3	7	1	1	1	1	(none)	[I'm sorry, miss, but I'm busy right now. Please don't disturb me until I've finished my experiments.] [The power of vampires is amazing.]	2
300623	Crescent Conundrum	크레센트 코넌드럼	Darklore	EX4	Follower	UC	-	1	3	5	0	4	2	7	Before attacking, if the defender's total DEF+STA is less than or equal to this card's ATK, this card gets DEF +1.	[The truth is over there. Conundrum's logic can never be stopped.]	2
300624	Iri Flina	아이리 플리나	Darklore	EX4	Follower	R	-	3	2	6	1	7	2	13	Before attacking, if the defender's SIZE is less than or equal to this card's SIZE, the defender gets ATK -0~4/STA -0~4.	[The radiance of the sunlight sometimes feels so dazzling that it could be fatal...] [Do you remember?]	6
300625	Badminton Sita	배드민턴의 시타	Vita	EX4	Follower	EV	-	3	2	5	2	7	1	13	Before attacking, if the defender's STA is even, the defender gets STA -1. If this happens and you have a Vita Character, the defender's skills are removed until the start of the next turn.	[This is a racket...?] [That's right, Sita. You just take it and "bounce" the ball back.] [... Do I have to bounce it...?]	6
300626	Archery Cinia	양궁의 시니아	Academy	EX4	Follower	EV	-	3	2	4	1	10	1	13	Before attacking, a random active Follower in the enemy Field gets STA -2. If this happens and you have an Academy Character, a random Follower in the enemy Field gets STA -2.	[I was slightly worried that I would miss if the wind blew. However, I focused everything into my own hands and shot with confidence.]	6
300627	Judo Luthica	유도의 루티카	Crux	EX4	Follower	EV	-	3	2	5	1	9	1	13	Before attacking, the defender gets DEF decreased by the number of Followers in your Field (by a maximum of 2 if you do not have a Crux Character).	[I will end this in in a single match.]	6
300628	Ping Pong Iri	탁구의 아이리	Darklore	EX4	Follower	EV	-	3	2	7	0	8	1	13	Before this card attacks, if the defender's total DEF+STA is 7 or less, the defender is destroyed. If you have a Darklore Character, a random enemy Follower gets STA decreased by the destroyed Follower's SIZE.	[That ball. It will return to me.] [Th-that's! That's the "Flina Zone"!]	6
300629	Wind Girl Hu	윈드 걸 후우	Neutral	EX4	Follower	DR	-	3	1	6	2	9	4	50	Before defending, your Character gets LIFE +1 and this card gets STA +1. // At the start of the turn, if your Character's LIFE is odd, this card gets ATK +3/STA +3. If it is even, this card gets DEF +2.	[I have to find the master. I've brought all of the master's favorite things in order to bring her back.]	6
300630	Visiting Alumnus Pintail	모교방문 핀테일	Vita	EX4	Follower	C	-	5	3	6	1	13	2	5	Before defending, if the attacker's SIZE is less than this Follower's SIZE, this Follower gets ATK +1/DEF +1.	[Oh my, what are you doing here, Pintail? It's been a long time! That uniform still fits you after all this time?] [Teacher!]	1
300631	Maid Sita	메이드 시타	Vita	EX4	Follower	UC	-	4	3	4	3	8	1	3	Before attacking, if this Follower's ATK is odd, it gets ATK -1. If it is even, it gets ATK +3.	[Will I be working here?] [Please wait.]	2
300632	Clothes Thieves Shion and Rion	옷도둑 시온리온	Vita	EX4	Follower	R	-	2	1	6	2	5	3	33	Before defending, the attacker gains the following skill: "Before defending, if the attacker's ATK is greater than or equal to this card's total DEF+STA, a random allied Follower other than this one gets STA=0." This Follower loses all skills.	[Is this Iri's uniform?] [This is the summer uniform!] [Isn't it a little big?] [Wouldn't it seem bigger on you, Shion?]	5
300633	Lady Lig Nijes	레이디 리그니제스	Academy	EX4	Follower	C	-	4	3	6	2	4	2	5	Before defending, this card's STA is changed to its original value.	[It tastes bad... And it's boring. Is there nobody who can entertain me?]	2
300634	Witch Rianna	마녀 리안나	Academy	EX4	Follower	UC	-	2	3	2	2	6	1	3	Before defending, if you have an Academy Character and the attacker's ATK is higher than it's original value, this card's ATK and the attacker's ATK become the average of the two ATK values (rounding up). This skill is removed.	[When I wear these clothes, I feel like I can fly across the sky on a broom!]	2
300635	Lady Nexia	레이디 넥시아	Academy	EX4	Follower	R	-	2	1	4	2	6	3	33	Before attacking, any Academy Followers neighboring this card get STA +1. This card gets ATK/STA increased by 1 plus the total STA increase.	[I only wear clothes for a shaman, so wearing a dress like this feels uncomfortable. Does this dress suit me?]	5
300636	Blue Cross Sunny	청십자회 써니	Crux	EX4	Follower	C	-	2	3	6	2	8	2	5	Before attacking, if your hand contains 4 or more cards, this skill is removed. If your hand contains 2 or less cards, this card gets ATK -0~3/STA -0~3.	[What? The Blue Cross can't relax right now? I already know that...]	2
300637	Blue Cross Gart	청십자회 갓트	Crux	EX4	Follower	UC	-	3	3	5	2	10	1	3	Before attacking, if your hand contains 4 or more cards, this skill is removed. If your hand contains 2 or less cards, the first 4 cards in your Grave are removed from the game.	[Ack, there are too many girls here who have received the saint's blessing. Hm? I've seen those girls before... is it my imagination?]	2
300638	Blue Cross Parfunte	청십자회 파르푼테	Crux	EX4	Follower	R	-	2	1	4	1	9	3	33	Before attacking, this Follower and a random allied Follower other than this card get ATK/STA increased by the number of cards in your Hand minus 1. This skill is removed. // Before defending, if your Hand contains 2 or less cards, cards are sent from the top of your Deck to your Hand until your Hand contains 4 cards. This skill is removed. // At the start of the turn, this card's original skills are restored.	[This is an amazing glove.]	5
300639	Magic Sword's Spirit Menelgart	마검의 정령 메넬가트	Darklore	EX4	Follower	C	-	3	3	4	1	6	2	5	Before attacking, if this card's STA is greater than its ATK, this card's ATK and STA values are swapped.	[I'm not scared. I'm not scared. I'm not scared. I'm not scared.] [You're the scariest one!]	1
300640	GS 7th Star	GS 일곱 번째 별	Darklore	EX4	Follower	UC	-	3	3	6	1	7	1	3	Before defending, if the attacker's ATK is less than this card's SIZE, the attacker gets ATK decreased by this card's ATK.	[8 o' clock on the night where people are the most defenseless... Walking this path isn't too bad.]	2
300641	Night's Holy Guardian Sigma	밤의 성수 시그마	Darklore	EX4	Follower	R	-	4	1	6	2	9	3	33	Before defending, this card gets STA increased by the amount that the attacker's original STA value exceeds its current STA value. This card gets ATK increased by half the STA increase (rounding down). If this happens, this skill is removed until the start of the next turn.	[Did you come to handle the alcohol? Well, let's see how this wine tastes.]	5
300642	Master of Games	게임의 지배자	Neutral	EX4	Follower	EV	-	4	1	8	1	8	3	44	Before attacking, a random Follower from Season 1 is created in the first empty Slot of your Field and gets SIZE=1. This skill is removed. // Before attacking, a random Follower from Season 1 is created in the first empty Slot of your Field and gets SIZE=1. This skill is removed.	[I've already tried all of the games... I'm tired of this! What do I do now...]	6
300643	Cook Club Linfield	요리연구부 린필드	Vita	14	Follower	C	-	6	3	11	3	11	1	1	At the start of the turn, this card gtes ATK -1/DEF -1/STA -1.	[Oh? Why's the door open? Is someone in there?]	3
300644	Surrounded Asmis	포위당한 아스미스	Vita	14	Follower	UC	-	2	3	5	0	7	2	7	Before attacking, the enemy gets Shuffles -1. This skill is removed.	[You were free to do what you wanted when you grabbed her, but it won't be like that this time.] [Damn, wasn't that information restricted to the student council president?]	2
300645	Observer of the past and future	과거와 미래의 관찰자	Vita	14	Follower	R	-	3	2	4	1	10	2	13	At the start of the turn, this skill is changed to "Before attacking, this Follower gets ATK -2/STA -2." // Before attacking, this Follower gets ATK +3/STA +3.	[Where would I have to go to find that thing?] [An annoying idiot came... well whatever, try looking for that Rose girl. She has your answer.]	5
300646	Potion Witch Cultist	시약의 마녀 컬티스트	Academy	14	Follower	C	-	3	3	3	3	6	1	1	Before attacking, if this card's ATK/DEF/STA values contain the number 3 at least 3 times, the defender is destroyed.	[Hehehe... the world will be changed! In order to change the world, you have to change the ingredients of love potions, too!]	2
300647	Pursuer Linus Falco	추격자 리누스 팔코	Academy	14	Follower	UC	-	2	3	6	2	3	2	7	Before attacking, if there are any allied Followers with 3 or less STA, those Followers get STA +3.	[Asmis is in trouble! If I don't help her soon...]	2
300648	Space Time Witch Cinia	시공간의 마녀 시니아	Academy	14	Follower	R	-	3	2	5	2	7	2	13	Before attacking, all enemy Followers get STA decreased by this card's SIZE divided by the number of enemy Followers (rounding down).	[I will remove anyone who wishes to harm my sister from this world.]	5
300649	Counselor Soma	조언자 소마	Crux	14	Follower	C	-	4	3	6	2	7	1	1	Before attacking, the defender loses all skills until the start of the next turn, then this skill is removed until the start of the next turn.	[I guess it's still too early for you to wear the clothes of the Seekers.] [I agree.]	1
300650	Anti-Witch Queen Rose	안티위치퀸 로제	Crux	14	Follower	UC	-	4	3	5	2	9	2	7	Before attacking, the defender gets DEF=1 and this card gets ATK=6.	[The battle against Linia starts now. Follow me, everyone!]	2
300651	Seeker Luthica	신성연구회 루티카	Crux	14	Follower	R	-	5	2	7	2	7	2	13	Before attacking, this card's ATK is set equal to 2 plus its STA. // Before defending, this card's STA is set equal to 3 plus its ATK.	[Welcome back, Luthica. I heard from Rose. Did you find the answer you were looking for at "that place"?] [Thank you, Sigmund. I haven't been able to find my answer, yet. However, I did manage to confirm one thing. Crux is currently in peril.]	5
300652	GS Special Ops	GS특공대	Darklore	14	Follower	C	-	1	3	4	0	4	1	1	Before defending, a card called "GS Fighter" is created in your Grave. This skill is removed.	[Charge in. Attack. That is 3rd Star's plan.]	3
300653	GS 8th Star	GS 여덟번째 별	Darklore	14	Follower	UC	-	3	3	4	3	7	2	7	Before attacking, the defender gets DEF decreased by half the number of cards in your Grave with "GS" in the name (rounding up, by a maximum of 3).	[I have work for the GS for a while for their sake. But what is their aim?]	2
300654	GS 9th Star	GS 아홉번째 별	Darklore	14	Follower	R	-	4	2	6	3	8	2	13	Before attacking, the following effects are applied depending on the type of the first card in your Deck, then this skill is removed until the start of the next turn. Follower: This card gets ATK +2/STA +2. Spell: The first enemy Spell is sent to the Grave.	[Iri has now been acquired. The only remaining danger is the Anti-Witch Queen.]	5
300655	Magical Girl Layna	마법소녀 레이나	Neutral	14	Follower	DR	-	3	1	7	2	7	4	50	Before attacking, this card gets ATK increased by the number of allied Followers other than this one. // Before defending, this card gets STA increased by the number of cards in your Hand. // At the start of the turn, a random enemy Follower is destroyed. If this happens, this card's ATK/DEF/STA are changed to their original values if they are higher than their original values.	[Trance Magical! In the name of justice, Magical Girl Layna will not forgive you!]	5
300656	Discoverer Orte	발견자 오르테	Vita	14	Follower	C	-	4	3	0	3	10	2	5	Before attacking, this card's ATK is set equal to the defender's ATK. // Before attacking, this card gets ATK -1.	[If the altar and key are prepared, the door to this world will be opened. And through a sacrifice, this world can be closed again? But what happens to the sacrifice?]	3
300657	Fugitive Amrita	도망자 암리타	Vita	14	Follower	UC	-	4	3	7	2	9	1	3	Before attacking, nothing happens. // Before defending, nothing happens.	[I left my Talentium there... but I can only hope that it gets to the right hands.]	2
300658	Detectives Linus and Asmis	탐정 리누스와 아스미스	Vita	14	Follower	R	-	6	1	8	3	12	3	33	Before attacking, a card called "New Student Orientation" is created in the first empty Slot of your Field. // Before defending, the first card in your Grave called "New Student Orientation" is removed from the game. If this happens, this card gets ATK +1/STA +1.	[You're a self-proclaimed detective, too?] [I'm a real detective, aren't I?] [Well anyway, you were a lot more helpful than that four-eyes.] [Don't compare me to other people!]	5
300659	Maid Tailor	메이드 테일러	Academy	14	Follower	C	-	3	3	3	2	7	2	5	Before defending, the attacker gets its skills removed. If this happens, this skill is removed.	[I love cloth. It's all soft.]	3
300660	Maid Conundrum	메이드 코넌드럼	Academy	14	Follower	UC	-	5	3	8	0	14	1	3	Before defending, if the attacker's SIZE is less than this Follower's SIZE, this Follower gets ATK +1/DEF +1.	[These clothes fit me perfectly, Kris! Where did you get them?] [Huhu, you're so cute Conundrum.]	2
300661	Crimson Witch Cinia	진홍의 마녀 시니아	Academy	14	Follower	R	-	4	1	7	2	8	3	33	Before attacking, this card gets ATK/STA increased by the number of skills the defender has. If this happens, the defender gets its skills removed until the start of the next turn. If you do not have an Academy Character, this skill is removed until the start of the next turn.	[I can't forgive you, Linia. What the hell were you hoping to get by using me?]	5
300662	Seeker Laura	신성연구회 라우라	Crux	14	Follower	C	-	5	3	10	2	8	2	5	(none)	[The world is in chaos. The more things become like this, the more we have to stand firmly by our faith.]	3
300663	Crux Knight Swimie	크룩스 기사단 스이미	Crux	14	Follower	UC	-	6	3	7	1	15	1	3	Before attacking, if the defender's total DEF+STA is less than or equal to this card's ATK, all allied Followers get DEF +1. This skill is removed until the start of the next turn.	[I, I'm flying!] [Swimie still has a long way to go as a corporal.]	1
300664	Return of the King, Jaina	왕의 귀환 제이나	Crux	14	Follower	R	-	4	1	4	2	11	3	33	Before attacking, this card gets ATK/STA increased by the number of allied Crux Followers. // Before defending, the first card in your Grave is sent to the bottom of your Deck. If this happens, this card and the defender get STA decreased by half the sent card's SIZE (rounding down).	[Luthica, thank you for trusting and following me all this time.] [Welcome back, Jaina!]	5
300665	Scardel Kirie	스카델 키리에	Darklore	14	Follower	C	-	3	3	5	0	6	2	5	Before defending, if you have a Darklore Character, you get Shuffles +1. This skill is removed.	[Summer is ending, but somehow I never got a chance to go to the beach!]	2
300666	Aletheian Missionary B-NA	천리교도 전도사 비나	Darklore	14	Follower	UC	-	4	3	7	2	5	1	3	Before defending, the attacker gets STA -1 and this card gets ATK +1.	[Everyone, I am an Aletheian believer, B-NA. I've come here to tell you all about the truth from the God of Truth.]	1
300667	Mother Demon	마더데몬	Darklore	14	Follower	R	-	4	1	6	2	8	3	33	Before attacking, this card gets SIZE +1/ATK +1/STA +1. // Before defending, this card gets SIZE=1. The attacker gets ATK/DEF/STA decreased by half the change in SIZE (rounding up). // At the start of the turn, if you have a Darklore Character, this card's SIZE gets changed to its original value. Otherwise, this Follower loses all skills.	[It's no longer required of me to remain locked away... I have to cleanse the taint.]	5
300668	Celine and Nanai in the calm before the storm	폭풍전야의 셀린과 나나이	Neutral	14	Follower	EV	-	3	2	7	0	7	1	22	Before attacking, if the enemy is an NPC, this card gets ATK +2/STA +2. If the enemy is a player, your Character gets LIFE +1 and the enemy Character gets LIFE -1. This skill is removed.	[How peaceful. I wonder how long these quiet days will continue?] [But hardships usually follow peace. Wouldn't it be interesting? Hehe, I'm kidding, Celine senpai.]	6
300689	Captured Spirit	붙잡힌 망령	Vita	15	Follower	C	-	3	3	6	2	10	1	1	Before attacking, this card gets ATK -1. // Before defending, this card gets STA -1. // At the start of the turn, this card gets SIZE +1.	[Let me go! Don't you know who I am?] [Your origin is looking for you. Let's go.]	2
300690	Discouraged Ritafarit	좌절의 리타페릿	Vita	15	Follower	UC	-	3	3	7	1	7	2	7	Before attacking, this card gets ATK +2/STA +2. // Before attacking, this card gets ATK -2/STA -2.	[Ah... the Cook Club room... our Cook Club room!]	1
300691	Witness of the End	종결의 목격자	Vita	15	Follower	R	-	4	1	7	1	10	3	33	Before attacking, if the defender has any skills, this card gets ATK +2/DEF +1/STA +2. Otherwise, this card gets ATK -1/DEF -1/STA -1.	[Kana. That place is really the mirror's...] [The moment Orte attempted to read the last line, a flash of light came from nowhere, and the book snapped shut.]	5
300692	Inspiration Lady	인스피레이션 레이디	Academy	15	Follower	C	-	6	3	5	4	11	1	1	Before attacking, if this card is still active, it gets deactivated and is moved to an empty Slot on your Field. If this happens, the defender gets STA -5.	[A fierce storm approaches. In the center of that storm, people will wrongfully meet and become separated.]	2
300693	Maid Lesnoa	메이드 레스노아	Academy	15	Follower	UC	-	2	3	1	3	7	2	7	Before defending, all Followers in your Deck with "Linia" in the name get ATK +1/DEF +1/STA +1. This skill is removed.	[Master Linia, don't go. Those girls hold resentment toward you.]	1
300694	Lady Cinia and Rose	레이디 시니아와 로제	Academy	15	Follower	R	-	5	1	7	3	10	3	33	Before attacking, a random Spell in the enemy Hand is sent to the bottom of the enemy Deck. If this happens, this card gets ATK increased by the sent card's SIZE. // Before defending, this card gets STA increased by your Shuffles.	[Cinia, did you endure hardships all this time?] [No, sister... Can we stay here for a while?]	5
300695	Blue Cross Toto	청십자회 토토	Crux	15	Follower	C	-	4	3	4	3	6	1	1	Before attacking, neighboring Followers to this card get ATK +1/STA +1. This skill is removed until the start of the next turn. // Before defending, neighboring Followers to this card get ATK +1/STA +1. This skill is removed until the start of the next turn.	[I've always wanted to visit Crux.]	2
300696	Seeker Ragafelt	신성연구회 라가펠트	Crux	15	Follower	UC	-	3	3	7	1	5	2	7	Before defending, if the attacker's ATK is greater than this card's total DEF+STA, this card is moved to a random empty Slot on your Field. If this happens, this skill is removed.	[What is this thing? It's a model train that fell somewhere around the gate. What? I should be careful even though it's small?]	1
300697	Knight Jaina and Luthica	기사단 제이나와 루티카	Crux	15	Follower	R	-	6	1	7	4	10	3	33	Before defending, this card's STA is set equal to your Character's LIFE (to a maximum of 20). This skill is removed. // Before attacking, this card's ATK is increased by half the difference between your Character's LIFE and the enemy Character's LIFE (rounding down). This skill is removed until the start of the next turn.	[Let's continue to work together in the future, Luthica.] [Yes, Jaina!]	5
300698	GS 9th Star	GS 아홉번째 별	Darklore	15	Follower	C	-	4	3	4	2	9	1	1	Before attacking, this card's STA is changed to its original value. This skill is removed until the start of the next turn.	[No blood will be shed if you follow us obediently.] [You're all being used.] [It's a symbiotic relationship.]	2
300699	GS Advisor Ardita	GS 참모 아르디타	Darklore	15	Follower	UC	-	3	3	5	0	8	2	7	Before defending, this card gets STA increased by the number of allied cards with "GS" in the name. // At the start of the turn, a random enemy Follower gets ATK -2/STA -2 and gets its skills removed until the start of the next turn.	[Shoot signal flares to let all the members know. The GS is not finished yet.]	1
